Name, Imax, %normal, %emergency, kW, kvar, NumCustomers, TotalCustomers, NumPhases, kVBase
Line.S_1003130-DA55,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA56,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA57,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA58,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA59,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA60,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA61,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA62,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA63,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA64,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA65,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA66,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA67,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA68,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA69,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA70,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA71,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA72,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA73,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA74,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA75,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA76,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA77,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA78,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA79,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA80,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA81,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA82,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA83,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA84,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA85,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA86,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA87,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA88,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA89,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA90,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA91,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA92,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA93,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA94,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA95,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA96,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA97,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA98,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA99,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA100,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA101,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA102,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA103,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA104,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA105,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA106,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA107,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA108,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA109,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA110,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA111,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA112,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA113,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA114,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA115,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA116,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA117,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA118,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA119,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA120,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA121,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA122,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA123,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA124,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA125,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA126,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA127,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA128,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA129,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA130,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA131,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA132,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA133,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA134,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA135,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA136,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA137,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA138,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA139,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA140,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA141,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA142,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA143,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA144,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA145,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA146,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA147,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA148,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA149,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA150,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA151,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA152,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA153,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA154,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA155,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA156,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA157,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA158,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA159,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA160,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA161,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA162,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA163,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA164,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA165,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA166,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA167,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003130-DA168,    3.02493,     1.01,     0.81,   0.950336,   0.411071, 1, 1, 3, 0.12 
Line.S_1003140-DA1,    169.046,    56.54,    45.23,    53.3095,    22.2219, 1, 1, 3, 0.12 
Line.S_1003140-DA2,    169.046,    56.54,    45.23,    53.3095,    22.2219, 1, 1, 3, 0.12 
Line.S_1003140-DA3,    169.046,    56.54,    45.23,    53.3095,    22.2219, 1, 1, 3, 0.12 
Line.S_1007732-DA1,    36.6834,     9.17,     6.11,    7.71805,     3.3468, 0, 0, 1, 0.24 
Line.S_1007732-DB1,    38.3784,     9.59,     6.40,    8.08934,    3.52687, 0, 0, 1, 0.24 
Line.S_1007732-DC1,    39.4114,     9.85,     6.57,    8.28688,    3.58167, 3, 3, 1, 0.24 
Line.S_1007805-DA1,    18.3524,     4.59,     3.06,    3.86246,    1.69019, 0, 0, 1, 0.24 
Line.S_1007805-DA2,    18.3524,     4.59,     3.06,    3.86246,    1.69019, 0, 0, 1, 0.24 
Line.S_1007805-DB1,    19.1991,     4.80,     3.20,    4.04623,    1.77831, 0, 0, 1, 0.24 
Line.S_1007805-DB2,    19.1991,     4.80,     3.20,    4.04623,    1.77831, 0, 0, 1, 0.24 
Line.S_1007805-DC1,    19.7181,     4.93,     3.29,    4.14759,    1.81045, 3, 3, 1, 0.24 
Line.S_1007805-DC2,    19.7181,     4.93,     3.29,    4.14759,    1.81045, 3, 3, 1, 0.24 
Transformer.0862099_XFMR_ABC,    2.58458,    33.83,    24.81,    48.7262,    23.2166, 0, 3, 3, 7.2 
Transformer.1000663_XFMR_A,    1.25629,    32.89,    24.12,    7.90092,    3.74588, 0, 0, 1, 7.2 
Transformer.1000663_XFMR_B,    1.31241,    34.36,    25.20,    8.26261,    3.90835, 0, 0, 1, 7.2 
Transformer.1000663_XFMR_C,    1.34748,    35.28,    25.87,     8.4851,    4.00225, 0, 3, 1, 7.2 
Transformer.1000252_XFMR_B,    1.93571,    34.24,    25.11,    12.2074,    5.68193, 0, 1, 1, 7.2 
Transformer.1001652_XFMR_A,  0.0462288,     1.21,     0.89,   0.109017,   0.301472, 0, 0, 1, 7.2 
Transformer.1001746_XFMR_ABC,    5.16176,    33.78,    24.77,    97.0868,    45.6501, 0, 3, 3, 7.2 
Transformer.1000502_XFMR_B,      3.922,    34.23,    25.10,    24.7124,    11.4731, 0, 1, 1, 7.2 
Transformer.1000824_XFMR_A,    1.25582,    32.88,    24.11,    7.86781,    3.72048, 0, 0, 1, 7.2 
Transformer.1000824_XFMR_B,    1.31239,    34.36,    25.20,    8.23902,    3.90186, 0, 0, 1, 7.2 
Transformer.1000824_XFMR_C,     1.3468,    35.26,    25.86,    8.44311,    3.96672, 0, 9, 1, 7.2 
Transformer.1001745_XFMR_ABC,    5.16162,    33.78,    24.77,    97.0744,    45.6297, 0, 3, 3, 7.2 
Transformer.1001329_XFMR_ABC,    2.58351,    33.82,    24.80,    48.5704,    22.9557, 0, 3, 3, 7.2 
Transformer.1001359_XFMR_ABC,    8.60175,    33.78,    24.77,    162.005,    75.4075, 0, 3, 3, 7.2 
Transformer.1001330_XFMR_ABC,    5.16441,    33.80,    24.79,    96.9735,    45.9966, 0, 6, 3, 7.2 
Transformer.1002020_XFMR_ABC,  0.0683683,     0.89,     0.66,   0.296075,    1.39004, 0, 0, 3, 7.2 
Transformer.1000672_XFMR_A,    1.25482,    32.85,    24.09,    7.86255,    3.68165, 0, 1, 1, 7.2 
Transformer.1001809_XFMR_B,  0.0232648,     1.52,     1.12,    0.06315,   0.148543, 0, 0, 1, 7.2 
Transformer.1001708_XFMR_ABC,    12.8903,    33.75,    24.75,    243.103,    111.159, 0, 3, 3, 7.2 
Transformer.1001331_XFMR_B,  0.0462488,     1.21,     0.89,   0.109111,   0.301733, 0, 0, 1, 7.2 
Transformer.1001345_XFMR_ABC,    2.58294,    33.81,    24.79,    48.4928,    22.8266, 0, 3, 3, 7.2 
Transformer.1000933_XFMR_ABC,    2.58407,    33.83,    24.81,    48.4541,    22.9766, 0, 15, 3, 7.2 
Transformer.1001823_XFMR_A,    1.85091,    32.74,    24.01,    11.6228,     5.3614, 0, 1, 1, 7.2 
Transformer.1001822_XFMR_A,   0.255335,    33.42,    24.51,    1.58321,   0.781886, 0, 0, 1, 7.2 
Transformer.1001822_XFMR_B,   0.266691,    34.91,    25.60,     1.6588,   0.819462, 0, 0, 1, 7.2 
Transformer.1001822_XFMR_C,   0.273463,    35.80,    26.25,    1.69794,   0.828753, 0, 3, 1, 7.2 
Transformer.1000042_XFMR_A,    5.00162,    32.74,    24.01,    31.2875,    14.7259, 0, 7, 1, 7.2 
Transformer.1000077_XFMR_A,    2.49604,    32.67,    23.96,    15.6451,    7.27685, 0, 6, 1, 7.2 
Transformer.1000474_XFMR_A,    2.49591,    32.67,    23.96,    15.6457,    7.27195, 0, 5, 1, 7.2 
Transformer.1000043_XFMR_A,    2.49605,    32.67,    23.96,    15.6452,    7.27714, 0, 6, 1, 7.2 
Transformer.1001567_XFMR_ABC,    2.58299,    33.81,    24.80,    48.4744,    22.7961, 0, 3, 3, 7.2 
Transformer.1000232_XFMR_C,  0.0577536,     1.02,     0.75,   0.146504,   0.366236, 0, 0, 1, 7.2 
Transformer.1000233_XFMR_B,     1.9318,    34.17,    25.06,    12.0974,    5.50127, 0, 1, 1, 7.2 
Transformer.1000569_XFMR_ABC,    5.15457,    33.74,    24.74,    96.1949,    44.1902, 0, 3, 3, 7.2 
Transformer.1000746_XFMR_ABC,    5.15424,    33.73,    24.74,    96.1671,    44.1453, 0, 3, 3, 7.2 
Transformer.1001016_XFMR_ABC,  0.0676109,     0.89,     0.65,   0.289195,    1.35773, 0, 0, 3, 7.2 
Transformer.1000608_XFMR_A,    3.75107,    32.73,    24.01,    23.2946,    10.8019, 0, 8, 1, 7.2 
Transformer.1000609_XFMR_A,    2.49186,    32.62,    23.92,    15.5171,    7.07942, 0, 11, 1, 7.2 
Transformer.1000610_XFMR_A,    4.99306,    32.68,    23.97,    31.0258,     14.328, 0, 11, 1, 7.2 
Transformer.1000611_XFMR_A,    2.49149,    32.61,    23.92,    15.5199,    7.06492, 0, 5, 1, 7.2 
Transformer.1000612_XFMR_A,    4.99256,    32.68,    23.96,    31.0288,     14.309, 0, 8, 1, 7.2 
Transformer.1000598_XFMR_C,    4.02228,    35.10,    25.74,    24.9582,    11.4537, 0, 9, 1, 7.2 
Transformer.1000599_XFMR_C,    4.02244,    35.10,    25.74,    24.9564,    11.4599, 0, 11, 1, 7.2 
Transformer.1000600_XFMR_C,    2.67265,    34.99,    25.66,    16.6275,    7.51263, 0, 9, 1, 7.2 
Transformer.1000602_XFMR_C,    2.67259,    34.98,    25.66,    16.6278,    7.51033, 0, 8, 1, 7.2 
Transformer.1000601_XFMR_C,    2.67259,    34.98,    25.66,    16.6279,    7.51037, 0, 8, 1, 7.2 
Transformer.1000603_XFMR_B,    3.92181,    34.22,    25.10,    24.4414,    11.3975, 0, 7, 1, 7.2 
Transformer.1000604_XFMR_B,    3.92241,    34.23,    25.10,    24.4341,    11.4187, 0, 15, 1, 7.2 
Transformer.1000605_XFMR_B,    5.22078,    34.17,    25.06,    32.5509,    15.1288, 0, 11, 1, 7.2 
Transformer.1000606_XFMR_B,    3.92218,    34.23,    25.10,    24.4332,    11.4098, 0, 12, 1, 7.2 
Transformer.1001349_XFMR_B,  0.0707076,     0.93,     0.68,   0.168693,   0.455924, 0, 0, 1, 7.2 
Transformer.1000607_XFMR_B,    2.60556,    34.11,    25.01,    16.2805,    7.47455, 0, 8, 1, 7.2 
Transformer.1001933_XFMR_ABC,    17.1496,    33.67,    24.69,    322.079,    142.924, 0, 3, 3, 7.2 
Transformer.1000198_XFMR_A,   0.505385,    33.08,    24.26,    3.14016,    1.46654, 0, 1, 1, 7.2 
Transformer.1000548_XFMR_A,    2.48964,    32.59,    23.90,    15.5652,    6.99965, 0, 1, 1, 7.2 
Transformer.1000069_XFMR_ABC,    5.15796,    33.76,    24.76,    96.1608,    44.6519, 0, 6, 3, 7.2 
Transformer.1001316_XFMR_ABC,  0.0676927,     0.89,     0.65,   0.289855,    1.36083, 0, 0, 3, 7.2 
Transformer.1000531_XFMR_A,    3.75251,    32.75,    24.01,    23.3248,    10.8656, 0, 11, 1, 7.2 
Transformer.1000533_XFMR_A,     3.7525,    32.75,    24.01,    23.3244,    10.8649, 0, 11, 1, 7.2 
Transformer.1000532_XFMR_A,     4.9947,    32.69,    23.97,    31.0721,    14.4044, 0, 11, 1, 7.2 
Transformer.1000582_XFMR_A,    2.49249,    32.63,    23.93,    15.5419,    7.11088, 0, 7, 1, 7.2 
Transformer.1000581_XFMR_A,    2.49253,    32.63,    23.93,    15.5407,     7.1121, 0, 8, 1, 7.2 
Transformer.1000537_XFMR_A,    3.75259,    32.75,    24.02,    23.3229,     10.868, 0, 13, 1, 7.2 
Transformer.1000536_XFMR_A,    4.99471,    32.69,    23.97,    31.0723,    14.4047, 0, 11, 1, 7.2 
Transformer.1000534_XFMR_C,    1.34373,    35.18,    25.80,    8.35042,    3.82589, 0, 11, 1, 7.2 
Transformer.1000535_XFMR_C,    5.35573,    35.05,    25.71,    33.2783,    15.2514, 0, 11, 1, 7.2 
Transformer.1000586_XFMR_C,    2.67255,    34.98,    25.65,    16.6448,    7.51268, 0, 4, 1, 7.2 
Transformer.1000589_XFMR_C,    5.35552,    35.05,    25.70,    33.2774,    15.2426, 0, 10, 1, 7.2 
Transformer.1000587_XFMR_C,     4.0232,    35.11,    25.75,    24.9781,    11.4955, 0, 11, 1, 7.2 
Transformer.1000588_XFMR_C,    4.02312,    35.11,    25.75,    24.9786,    11.4922, 0, 10, 1, 7.2 
Transformer.1000585_XFMR_C,    2.67285,    34.99,    25.66,    16.6419,    7.52481, 0, 6, 1, 7.2 
Transformer.1000584_XFMR_C,    5.35573,    35.05,    25.71,    33.2702,    15.2494, 0, 13, 1, 7.2 
Transformer.1000583_XFMR_C,    4.02307,    35.11,    25.75,    24.9772,    11.4899, 0, 10, 1, 7.2 
Transformer.1000016_XFMR_B,    1.31035,    34.31,    25.16,    8.18258,    3.81161, 0, 4, 1, 7.2 
Transformer.1000015_XFMR_A,    2.49226,    32.62,    23.92,    15.5424,    7.10158, 0, 5, 1, 7.2 
Transformer.1000764_XFMR_ABC,    17.1733,    33.72,    24.73,    321.007,    146.662, 0, 6, 3, 7.2 
Transformer.1001685_XFMR_ABC,   0.678065,     0.89,     0.65,    2.99501,    13.6171, 0, 0, 3, 7.2 
Transformer.1001819_XFMR_A,  0.0229764,     1.50,     1.10,   0.061594,   0.144883, 0, 0, 1, 7.2 
Transformer.1000199_XFMR_A,   0.754063,    32.90,    24.13,     4.6918,    2.16215, 0, 0, 1, 7.2 
Transformer.1000199_XFMR_B,   0.788272,    34.40,    25.22,    4.92286,    2.28284, 0, 0, 1, 7.2 
Transformer.1000199_XFMR_C,   0.808171,    35.26,    25.86,    5.02377,    2.28638, 0, 3, 1, 7.2 
Transformer.1000567_XFMR_ABC,    5.15366,    33.73,    24.74,    96.0937,    44.0269, 0, 3, 3, 7.2 
Transformer.1001665_XFMR_ABC,    17.1439,    33.66,    24.69,    321.445,    141.953, 0, 3, 3, 7.2 
Transformer.1001577_XFMR_ABC,    34.1959,    33.57,    24.62,    646.053,    269.776, 0, 3, 3, 7.2 
Transformer.1000670_XFMR_B,  0.0230951,     1.51,     1.11,  0.0622322,   0.146384, 0, 0, 1, 7.2 
Transformer.1001339_XFMR_A,  0.0229868,     1.50,     1.10,  0.0616499,   0.145014, 0, 0, 1, 7.2 
Transformer.1001805_XFMR_A,   0.022984,     1.50,     1.10,  0.0616345,   0.144978, 0, 0, 1, 7.2 
Transformer.1001805_XFMR_B,  0.0230882,     1.51,     1.11,  0.0621946,   0.146295, 0, 0, 1, 7.2 
Transformer.1001805_XFMR_C,  0.0229111,     1.50,     1.10,  0.0612442,    0.14406, 0, 0, 1, 7.2 
Transformer.1002055_XFMR_A,     1.2526,    32.79,    24.05,    7.80201,    3.58192, 0, 0, 1, 7.2 
Transformer.1002055_XFMR_B,     1.3095,    34.28,    25.14,    8.18501,    3.77929, 0, 0, 1, 7.2 
Transformer.1002055_XFMR_C,    1.34277,    35.15,    25.78,    8.35506,    3.78801, 0, 3, 1, 7.2 
Transformer.1000918_XFMR_C,  0.0228999,     1.50,     1.10,  0.0611842,   0.143919, 0, 0, 1, 7.2 
Transformer.1000538_XFMR_A,   0.754064,    32.90,    24.13,    4.69183,    2.16219, 0, 0, 1, 7.2 
Transformer.1000538_XFMR_B,     0.7882,    34.39,    25.22,     4.9209,    2.27962, 0, 0, 1, 7.2 
Transformer.1000538_XFMR_C,   0.808148,    35.26,    25.86,    5.02311,    2.28531, 0, 3, 1, 7.2 
Transformer.1000087_XFMR_A,   0.754038,    32.90,    24.13,    4.69113,    2.16105, 0, 0, 1, 7.2 
Transformer.1000087_XFMR_B,    0.78816,    34.39,    25.22,    4.91983,    2.27786, 0, 0, 1, 7.2 
Transformer.1000087_XFMR_C,   0.808117,    35.26,    25.86,     5.0222,    2.28385, 0, 3, 1, 7.2 
Transformer.1000070_XFMR_B,    5.21938,    34.16,    25.05,     32.572,    15.0792, 0, 5, 1, 7.2 
Transformer.1000071_XFMR_A,   0.754018,    32.90,    24.13,    4.69056,    2.16012, 0, 0, 1, 7.2 
Transformer.1000071_XFMR_B,   0.788123,    34.39,    25.22,     4.9188,    2.27618, 0, 0, 1, 7.2 
Transformer.1000071_XFMR_C,   0.808094,    35.26,    25.86,    5.02153,    2.28277, 0, 3, 1, 7.2 
Transformer.1000119_XFMR_B,   0.528069,    34.56,    25.35,    3.28772,     1.5407, 0, 2, 1, 7.2 
Transformer.1002001_XFMR_ABC,     2.5804,    33.78,    24.77,    48.0507,    22.3173, 0, 18, 3, 7.2 
Transformer.1000330_XFMR_C,    2.67187,    34.98,    25.65,    16.6169,    7.47763, 0, 5, 1, 7.2 
Transformer.1000331_XFMR_A,  0.0298649,     1.30,     0.96,   0.075944,   0.189804, 0, 0, 1, 7.2 
Transformer.1000331_XFMR_B,  0.0299883,     1.31,     0.96,  0.0765725,   0.191375, 0, 0, 1, 7.2 
Transformer.1000331_XFMR_C,  0.0297587,     1.30,     0.95,  0.0754045,   0.188456, 0, 0, 1, 7.2 
Transformer.1000277_XFMR_C,    1.34243,    35.14,    25.77,    8.34499,    3.77177, 0, 1, 1, 7.2 
Transformer.1000256_XFMR_A,  0.0229565,     1.50,     1.10,  0.0614873,   0.144631, 0, 0, 1, 7.2 
Transformer.1000256_XFMR_B,  0.0230515,     1.51,     1.11,  0.0619974,   0.145831, 0, 0, 1, 7.2 
Transformer.1000256_XFMR_C,  0.0228756,     1.50,     1.10,  0.0610547,   0.143614, 0, 0, 1, 7.2 
Transformer.1001523_XFMR_A,    1.25286,    32.80,    24.05,    7.78581,    3.58816, 0, 0, 1, 7.2 
Transformer.1001523_XFMR_B,    1.30971,    34.29,    25.14,    8.16506,    3.78264, 0, 0, 1, 7.2 
