Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2, I3_1, Ang3_1, I3_2, Ang3_2, I3_3, Ang3_3, I3_4, Ang3_4, Iresid3, AngResid3
Line.LN5589094-1,    31.7522,    70.03,          0,     0.00,          0,     0.00,          0,     0.00,    31.7522,    70.03,    31.7525,  -109.98,          0,     0.00,          0,     0.00,          0,     0.00,    31.7525,  -109.98,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5954983-1,     16.981,   -59.78,          0,     0.00,          0,     0.00,          0,     0.00,     16.981,   -59.78,    16.9814,   120.21,          0,     0.00,          0,     0.00,          0,     0.00,    16.9814,   120.21,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5924696-2,    0.75849,   -59.20,          0,     0.00,          0,     0.00,          0,     0.00,    0.75849,   -59.20,   0.758688,   120.75,          0,     0.00,          0,     0.00,          0,     0.00,   0.758688,   120.75,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6506311-4, 4.86171E-005,    51.21, 5.19638E-005,   -68.21,   0.857403,    66.95,          0,     0.00,   0.857413,    66.95, 1.52795E-010,     0.00, 1.33569E-010,   -60.64,   0.857413,  -113.05,          0,     0.00,   0.857413,  -113.05,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5653493-1,    17.1183,   178.03,          0,     0.00,          0,     0.00,          0,     0.00,    17.1183,   178.03,    17.1185,    -1.97,          0,     0.00,          0,     0.00,          0,     0.00,    17.1185,    -1.97,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5684836-1,    329.222,   -49.02,    322.111,  -170.99,    223.828,    79.46,          0,     0.00,     99.953,  -127.81,    329.222,   130.98,    322.111,     9.01,    223.828,  -100.54,          0,     0.00,     99.953,    52.19,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5715016-3,   0.777548,   -53.81,          0,     0.00,          0,     0.00,          0,     0.00,   0.777548,   -53.81,   0.777882,   126.10,          0,     0.00,          0,     0.00,          0,     0.00,   0.777882,   126.10,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6138614-1,     56.508,    -9.25,    57.1368,  -131.51,    43.4681,   138.38,          0,     0.00,    27.2379,  -122.39,    56.5071,   170.75,    57.1359,    48.49,    43.4663,   -41.62,          0,     0.00,    27.2379,    57.61,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6077781-2,    261.238,   -59.43,    239.294,   178.33,    194.533,    64.74,          0,     0.00,    48.0707,  -119.02,    261.239,   120.57,    239.295,    -1.67,    194.533,  -115.26,          0,     0.00,    48.0706,    60.98,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5675121-1,   0.567862,    66.13,          0,     0.00,          0,     0.00,          0,     0.00,   0.567862,    66.13,   0.568295,  -114.03,          0,     0.00,          0,     0.00,          0,     0.00,   0.568295,  -114.03,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5773046-1,    34.6626,   179.82,          0,     0.00,          0,     0.00,          0,     0.00,    34.6626,   179.82,     34.663,    -0.18,          0,     0.00,          0,     0.00,          0,     0.00,     34.663,    -0.18,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6380809-2,     23.099,   -59.02,    71.5159,   178.30,    8.00225,    65.00,          0,     0.00,    57.1709,  -169.49,    23.0991,   120.98,     71.516,    -1.70,     8.0023,  -115.00,          0,     0.00,    57.1709,    10.51,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6018326-1,    1.70758,    68.78,          0,     0.00,          0,     0.00,          0,     0.00,    1.70758,    68.78,    1.70786,  -111.25,          0,     0.00,          0,     0.00,          0,     0.00,    1.70786,  -111.25,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5472356-1,   0.570154,   178.13,          0,     0.00,          0,     0.00,          0,     0.00,   0.570154,   178.13,   0.570437,    -1.98,          0,     0.00,          0,     0.00,          0,     0.00,   0.570437,    -1.98,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6139641-1,    398.026,   -50.14,    382.058,  -171.79,    265.482,    77.51,          0,     0.00,    120.327,  -123.04,    398.026,   129.86,    382.058,     8.21,    265.482,  -102.49,          0,     0.00,    120.327,    56.96,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6018341-1,    100.994,   -29.44,    114.978,  -153.80,    150.446,    82.61,          0,     0.00,    48.9648,    85.15,    100.993,   150.56,    114.978,    26.20,    150.446,   -97.39,          0,     0.00,    48.9648,   -94.85,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6017302-1,    2.07458,   -55.43,    39.4135,  -176.84,   0.861077,    65.45,          0,     0.00,    37.9453,  -175.32,    2.07495,   124.53,    39.4139,     3.16,   0.861356,  -114.64,          0,     0.00,    37.9453,     4.68,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6199505-1,    0.56308,   177.92,          0,     0.00,          0,     0.00,          0,     0.00,    0.56308,   177.92,    0.56324,    -2.14,          0,     0.00,          0,     0.00,          0,     0.00,    0.56324,    -2.14,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5682327-1,    19.2928,   -59.67,          0,     0.00,          0,     0.00,          0,     0.00,    19.2928,   -59.67,    19.2928,   120.32,          0,     0.00,          0,     0.00,          0,     0.00,    19.2928,   120.32,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6290243-1,    2.85408,  -176.56,          0,     0.00,          0,     0.00,          0,     0.00,    2.85408,  -176.56,    2.85438,     3.42,          0,     0.00,          0,     0.00,          0,     0.00,    2.85438,     3.42,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.X8223_48332_SW,    78.7206,   -24.18,    83.9031,  -147.68,    45.9079,   130.30,          0,     0.00,    50.9941,  -124.37,    78.7206,   155.82,    83.9031,    32.32,    45.9079,   -49.70,          0,     0.00,    50.9941,    55.63,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6413567-3,    78.7207,   -24.18,    83.9032,  -147.68,    45.9082,   130.30,          0,     0.00,    50.9941,  -124.37,    78.7206,   155.82,    83.9031,    32.32,    45.9079,   -49.70,          0,     0.00,    50.9941,    55.63,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5591731-3,    353.478,   -49.51,    325.724,  -171.05,    226.341,    79.32,          0,     0.00,    109.295,  -117.39,    353.478,   130.49,    325.724,     8.95,    226.341,  -100.68,          0,     0.00,    109.295,    62.61,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5653470-1,    1.29206,   -59.53,    1.38617,   178.86,    1.45634,    64.88,          0,     0.00,   0.258327,   115.84,    1.29246,   120.41,    1.38661,    -1.19,    1.45658,  -115.17,          0,     0.00,   0.258323,   -64.17,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6017316-1,    34.5823,   177.99,          0,     0.00,          0,     0.00,          0,     0.00,    34.5823,   177.99,    34.5828,    -2.02,          0,     0.00,          0,     0.00,          0,     0.00,    34.5828,    -2.02,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5926299-1,    2.86062,   178.18,          0,     0.00,          0,     0.00,          0,     0.00,    2.86062,   178.18,    2.86089,    -1.84,          0,     0.00,          0,     0.00,          0,     0.00,    2.86089,    -1.84,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5683831-1,    47.2786,   -55.58,     51.238,  -176.74,    23.4842,    65.18,          0,     0.00,    25.2315,  -125.28,    47.2791,   124.42,    51.2385,     3.26,    23.4845,  -114.82,          0,     0.00,    25.2315,    54.72,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6352700-1,    5.29271,   -54.44,          0,     0.00,          0,     0.00,          0,     0.00,    5.29271,   -54.44,    5.29272,   125.56,          0,     0.00,          0,     0.00,          0,     0.00,    5.29272,   125.56,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6047570-1,   0.746855,   -54.96,          0,     0.00,          0,     0.00,          0,     0.00,   0.746855,   -54.96,   0.747063,   124.98,          0,     0.00,          0,     0.00,          0,     0.00,   0.747063,   124.98,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5624342-1,    330.585,   -49.05,    325.728,  -171.06,    223.828,    79.46,          0,     0.00,    102.753,  -128.64,    330.586,   130.95,    325.728,     8.94,    223.828,  -100.54,          0,     0.00,    102.753,    51.37,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6259992-1,    1.32539,   -54.52,          0,     0.00,          0,     0.00,          0,     0.00,    1.32539,   -54.52,     1.3256,   125.45,          0,     0.00,          0,     0.00,          0,     0.00,     1.3256,   125.45,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5841919-1,   0.861954,   178.02,          0,     0.00,          0,     0.00,          0,     0.00,   0.861954,   178.02,   0.862361,    -2.09,          0,     0.00,          0,     0.00,          0,     0.00,   0.862361,    -2.09,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6380811-1,    16.3951,   178.18,          0,     0.00,          0,     0.00,          0,     0.00,    16.3951,   178.18,    16.3957,    -1.83,          0,     0.00,          0,     0.00,          0,     0.00,    16.3957,    -1.83,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5683832-1,    1.27964,   -55.72,          0,     0.00,          0,     0.00,          0,     0.00,    1.27964,   -55.72,    1.27998,   124.23,          0,     0.00,          0,     0.00,          0,     0.00,    1.27998,   124.23,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6077778-1,    1.26039,   -55.25,          0,     0.00,          0,     0.00,          0,     0.00,    1.26039,   -55.25,    1.26077,   124.68,          0,     0.00,          0,     0.00,          0,     0.00,    1.26077,   124.68,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5561442-2,    396.047,   -50.12,    382.063,  -171.79,    260.411,    77.71,          0,     0.00,    124.678,  -123.46,    396.048,   129.88,    382.063,     8.21,    260.411,  -102.29,          0,     0.00,    124.678,    56.54,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6259983-1,    1.43644,   178.18,          0,     0.00,          0,     0.00,          0,     0.00,    1.43644,   178.18,    1.43717,    -1.93,          0,     0.00,          0,     0.00,          0,     0.00,    1.43717,    -1.93,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
