"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
225, 32881.0888957895, 10322.1889498691, 59439.4353938964, 62140.0607127387, 95.250718781208, 324.741483707805, 155.294149598679
226, 35286.5748186812, 11152.1065101312, 59439.4353938964, 62140.0607127387, 101.320825781684, 340.909013328208, 155.294149598679
227, 37808.5146603609, 12008.2570641622, 59439.4353938964, 62140.0607127387, 105.496502813055, 355.843734335638, 155.294149598679
228, 41622.5705154039, 13277.4940127596, 59439.4353938964, 62140.0607127387, 106.205969812979, 372.656306613732, 155.294149598679
229, 44574.7745048576, 14282.8144919705, 59439.4353938964, 62140.0607127387, 111.758836374654, 393.461539630017, 155.294149598679
230, 45742.2014864504, 14661.9715652587, 59439.4353938964, 62140.0607127387, 109.647764319341, 396.384522434484, 155.294149598679
231, 49177.7636131918, 15820.36141806, 59439.4353938964, 62140.0607127387, 114.243826680821, 420.216721672618, 155.294149598679
232, 51364.3863999388, 16554.167183158, 59439.4353938964, 62140.0607127387, 116.130270849692, 434.931562477944, 155.294149598679
233, 50125.4816014824, 16144.4980477244, 59439.4353938964, 62140.0607127387, 117.022257807317, 429.07801302126, 155.294149598679
234, 49017.2548778783, 15800.7734074241, 59439.4353938964, 62140.0607127387, 126.121178387813, 434.940411076814, 155.294149598679
235, 47634.4489942197, 15345.3280448473, 59439.4353938964, 62140.0607127387, 127.870430769723, 429.881328743634, 155.294149598679
236, 47508.7021534135, 15287.9549953628, 59439.4353938964, 62140.0607127387, 122.954628651369, 422.828117850669, 155.294149598679
237, 46660.0825732772, 15016.3949460311, 59439.4353938964, 62140.0607127387, 128.414597630459, 425.513176517682, 155.294149598679
238, 44519.4862229442, 14288.7236711574, 59439.4353938964, 62140.0607127387, 122.983440508928, 407.840016604937, 155.294149598679
239, 41592.3968482558, 13314.3803325973, 59439.4353938964, 62140.0607127387, 123.459697561068, 395.002111988264, 155.294149598679
240, 38548.4010576349, 12284.7623250605, 59439.4353938964, 62140.0607127387, 118.548248769697, 375.732605603034, 155.294149598679
241, 36446.7864542337, 11559.6681301533, 59439.4353938964, 62140.0607127387, 112.488762051706, 359.629325492915, 155.294149598679
242, 34391.1986864843, 10871.4817228907, 59439.4353938964, 62140.0607127387, 109.640532602335, 348.532538148477, 155.294149598679
243, 33266.272684669, 10499.8698663072, 59439.4353938964, 62140.0607127387, 111.123729383888, 346.546361752539, 155.294149598679
244, 32445.1862918849, 10227.1726275719, 59439.4353938964, 62140.0607127387, 111.017575823547, 343.685195478376, 155.294149598679
245, 32161.2382511078, 10124.3175456115, 59439.4353938964, 62140.0607127387, 109.254302380872, 340.466982086667, 155.294149598679
246, 31643.5486264546, 9985.12867154416, 59439.4353938964, 62140.0607127387, 116.095291723306, 347.668966645141, 155.294149598679
247, 32544.9764926035, 10293.7819221636, 59439.4353938964, 62140.0607127387, 117.719660013024, 352.727898341116, 155.294149598679
248, 34394.6562229502, 10940.825498395, 59439.4353938964, 62140.0607127387, 126.637077979599, 370.60713724502, 155.294149598679
249, 36618.3603156603, 11695.8020333755, 59439.4353938964, 62140.0607127387, 128.171463007315, 380.863058399411, 155.294149598679
250, 40550.1403291328, 13013.9204794787, 59439.4353938964, 62140.0607127387, 133.948953223974, 404.199593116546, 155.294149598679
251, 44425.1169121723, 14303.4393698891, 59439.4353938964, 62140.0607127387, 132.615980064208, 420.100063828618, 155.294149598679
252, 47481.5152736227, 15308.0469020797, 59439.4353938964, 62140.0607127387, 129.530913624725, 431.293244999996, 155.294149598679
253, 51234.3241963259, 16524.182034653, 59439.4353938964, 62140.0607127387, 119.858717889136, 439.061965972544, 155.294149598679
254, 53367.4252943812, 16078.9684312396, 59439.4353938964, 62140.0607127387, 126.532148214586, 458.633679840596, 155.294149598679
255, 55173.4921299348, 16672.5337694412, 59439.4353938964, 62140.0607127387, 122.754848248258, 464.659125740778, 155.294149598679
256, 56377.009112334, 17053.8134389037, 59439.4353938964, 62140.0607127387, 117.186745877446, 464.982834625037, 155.294149598679
257, 57222.5623711301, 17331.4021329245, 59439.4353938964, 62140.0607127387, 115.151084138885, 467.740564246828, 155.294149598679
258, 56416.5266172178, 17068.2160507877, 59439.4353938964, 62140.0607127387, 118.239033166969, 466.624553648596, 155.294149598679
259, 55154.1535585553, 16687.0640409135, 59439.4353938964, 62140.0607127387, 130.883522460818, 475.09517637467, 155.294149598679
260, 54076.7821716302, 16327.4010004515, 59439.4353938964, 62140.0607127387, 131.549608722251, 469.394646375639, 155.294149598679
261, 55167.3955619167, 16697.917489909, 59439.4353938964, 62140.0607127387, 132.477664077106, 477.202085835166, 155.294149598679
262, 53606.6954641012, 16197.1623068524, 59439.4353938964, 62140.0607127387, 141.319900299491, 479.131037549667, 155.294149598679
263, 49834.1970578864, 14896.120104123, 59439.4353938964, 62140.0607127387, 131.700236221692, 445.155197775228, 155.294149598679
264, 46258.5137942351, 13688.597988415, 59439.4353938964, 62140.0607127387, 129.42807000502, 423.588761718894, 155.294149598679
265, 43574.9917706558, 12743.1708381892, 59439.4353938964, 62140.0607127387, 119.495377329119, 397.971988605805, 155.294149598679
266, 41655.7417473912, 12130.2925410015, 59439.4353938964, 62140.0607127387, 127.079696327407, 399.096294457642, 155.294149598679
267, 40417.7045020607, 11689.9811114355, 59439.4353938964, 62140.0607127387, 120.654907324537, 385.571120241968, 155.294149598679
268, 38582.5817393712, 12262.672382749, 59439.4353938964, 62140.0607127387, 109.783809414011, 364.509185303622, 155.294149598679
269, 37996.7284163958, 12079.6185245399, 59439.4353938964, 62140.0607127387, 112.671084424098, 365.904911134627, 155.294149598679
270, 36845.0258754318, 11729.4609395202, 59439.4353938964, 62140.0607127387, 121.025545716171, 372.279963349342, 155.294149598679
271, 36366.0954616488, 11612.8105244694, 59439.4353938964, 62140.0607127387, 132.865153366488, 385.856483332439, 155.294149598679
272, 38807.2043708809, 12431.7592019092, 59439.4353938964, 62140.0607127387, 136.468313471571, 400.064257370628, 155.294149598679
273, 42388.987496928, 13638.7267558657, 59439.4353938964, 62140.0607127387, 139.935753734351, 420.094019835623, 155.294149598679
274, 46457.5228657019, 14979.317825115, 59439.4353938964, 62140.0607127387, 135.905104970467, 434.351422759691, 155.294149598679
275, 49738.8803687355, 16093.1432065327, 59439.4353938964, 62140.0607127387, 144.092502466514, 462.404250712751, 155.294149598679
276, 53051.0902947164, 16011.8024496739, 59439.4353938964, 62140.0607127387, 139.712305696365, 473.865180073023, 155.294149598679
277, 55154.9762199633, 16688.5296277879, 59439.4353938964, 62140.0607127387, 131.560949123849, 475.983034163896, 155.294149598679
278, 57025.73698463, 17320.8011224522, 59439.4353938964, 62140.0607127387, 131.203835877381, 487.374274268644, 155.294149598679
279, 58791.3785998989, 17903.9734146044, 59439.4353938964, 62140.0607127387, 128.225393265273, 495.13355706674, 155.294149598679
280, 59172.0819029003, 18035.3624854368, 59439.4353938964, 62140.0607127387, 128.133607385266, 497.579753712112, 155.294149598679
281, 58855.1851390768, 17898.6337585662, 59439.4353938964, 62140.0607127387, 120.620812402551, 485.67826208484, 155.294149598679
282, 58598.9947954143, 17818.558352437, 59439.4353938964, 62140.0607127387, 122.06241535159, 485.860536866289, 155.294149598679
283, 56965.7415092434, 17301.0774895601, 59439.4353938964, 62140.0607127387, 132.635408955703, 488.819638463973, 155.294149598679
284, 56099.982624517, 17001.7032178474, 59439.4353938964, 62140.0607127387, 129.962493756039, 479.833759516009, 155.294149598679
285, 56599.5705595116, 17168.9227257299, 59439.4353938964, 62140.0607127387, 129.378063112751, 482.254984669905, 155.294149598679
286, 54306.6031666465, 16370.5154732323, 59439.4353938964, 62140.0607127387, 122.552495398903, 459.100226771377, 155.294149598679
287, 51048.6573649818, 15266.3154402204, 59439.4353938964, 62140.0607127387, 120.985439653544, 438.064982050204, 155.294149598679
288, 48740.3376176338, 14475.7576452035, 59439.4353938964, 62140.0607127387, 118.033871439177, 421.672998742247, 155.294149598679
289, 45433.2685898771, 13359.3370901056, 59439.4353938964, 62140.0607127387, 116.201076845747, 402.560931649209, 155.294149598679
290, 43522.2973973587, 12715.901264055, 59439.4353938964, 62140.0607127387, 116.459319250182, 393.863612930539, 155.294149598679
291, 41593.4674112437, 13244.4620607041, 59439.4353938964, 62140.0607127387, 104.335675687785, 370.15105923087, 155.294149598679
292, 39585.2175466463, 12565.2162009252, 59439.4353938964, 62140.0607127387, 101.920437397176, 358.404894948078, 155.294149598679
293, 37886.218253777, 12005.3521904328, 59439.4353938964, 62140.0607127387, 103.095425165659, 353.091664974916, 155.294149598679
294, 35897.8777593193, 11343.9011614377, 59439.4353938964, 62140.0607127387, 103.996273157136, 346.664575435225, 155.294149598679
295, 35011.7754936571, 11078.1285647501, 59439.4353938964, 62140.0607127387, 110.038261060355, 351.249547570854, 155.294149598679
296, 35817.7527976278, 11394.1350980345, 59439.4353938964, 62140.0607127387, 123.211128841454, 371.233502868143, 155.294149598679
297, 37117.8454698902, 11831.1438257311, 59439.4353938964, 62140.0607127387, 125.423230221344, 378.997401642895, 155.294149598679
298, 39593.5648908514, 12692.3283549656, 59439.4353938964, 62140.0607127387, 134.75359082825, 401.15030990913, 155.294149598679
299, 40766.9262147906, 13079.6594726835, 59439.4353938964, 62140.0607127387, 134.989739900013, 406.387148753289, 155.294149598679
300, 41754.4920574159, 13413.3259411397, 59439.4353938964, 62140.0607127387, 137.344661768637, 413.776830488636, 155.294149598679
301, 43477.3965330851, 13977.2572247658, 59439.4353938964, 62140.0607127387, 133.659026614538, 416.871574759891, 155.294149598679
302, 44526.9532862711, 14311.6735659409, 59439.4353938964, 62140.0607127387, 129.741136993035, 416.714424704266, 155.294149598679
303, 44285.3289531516, 14229.4105583829, 59439.4353938964, 62140.0607127387, 129.593577154164, 415.339188102208, 155.294149598679
304, 44622.3412232304, 14315.1716449132, 59439.4353938964, 62140.0607127387, 121.94787990523, 407.0177669735, 155.294149598679
305, 45386.4315466534, 14589.7309275359, 59439.4353938964, 62140.0607127387, 127.344695768461, 417.773240531511, 155.294149598679
306, 44880.6842595033, 14444.1233632802, 59439.4353938964, 62140.0607127387, 135.232356729332, 425.54376150126, 155.294149598679
307, 44251.0067292538, 14252.9021198329, 59439.4353938964, 62140.0607127387, 142.648343680008, 432.081153629652, 155.294149598679
308, 43191.3308404838, 13905.4909317913, 59439.4353938964, 62140.0607127387, 144.335120760132, 429.296304019445, 155.294149598679
309, 43522.9850104264, 14020.6168033389, 59439.4353938964, 62140.0607127387, 144.991870796525, 431.751837453028, 155.294149598679
310, 41471.4168480514, 13338.9719136988, 59439.4353938964, 62140.0607127387, 146.16126323882, 423.883922976617, 155.294149598679
311, 38342.3644339935, 12279.3946598808, 59439.4353938964, 62140.0607127387, 137.255711432227, 399.204795144957, 155.294149598679
312, 35134.4176367842, 11179.9034617028, 59439.4353938964, 62140.0607127387, 128.777273779885, 375.866620401928, 155.294149598679
313, 32788.539807994, 10376.7731630542, 59439.4353938964, 62140.0607127387, 121.931429373469, 358.873443294011, 155.294149598679
314, 30031.7655747758, 9448.56958904942, 59439.4353938964, 62140.0607127387, 118.128615573978, 345.280073905121, 155.294149598679
315, 28443.725715498, 8916.16701705764, 59439.4353938964, 62140.0607127387, 118.46776812833, 341.052340130096, 155.294149598679
316, 27554.5130644775, 8612.82040865015, 59439.4353938964, 62140.0607127387, 115.777380563946, 335.130075732775, 155.294149598679
317, 26902.3034079882, 8413.09639493946, 59439.4353938964, 62140.0607127387, 120.589050360508, 339.505074315397, 155.294149598679
318, 26839.0426098705, 8426.79790851933, 59439.4353938964, 62140.0607127387, 127.933838044846, 348.915616294651, 155.294149598679
319, 27683.5816176663, 8744.49656297821, 59439.4353938964, 62140.0607127387, 136.952926783739, 362.920895013694, 155.294149598679
320, 30719.4171010605, 9785.57260199818, 59439.4353938964, 62140.0607127387, 148.508463681414, 386.753716644732, 155.294149598679
321, 32622.6530288414, 10415.9087944287, 59439.4353938964, 62140.0607127387, 144.498679560633, 387.85224785142, 155.294149598679
322, 35575.6445534388, 11401.7909028029, 59439.4353938964, 62140.0607127387, 147.717048147868, 402.355406842919, 155.294149598679
323, 39335.624372827, 12646.4085421426, 59439.4353938964, 62140.0607127387, 147.123032167313, 416.213943860538, 155.294149598679
324, 41451.1518591856, 13311.4026676519, 59439.4353938964, 62140.0607127387, 134.149944324073, 408.376924182247, 155.294149598679
325, 44833.7593759908, 14424.6736662039, 59439.4353938964, 62140.0607127387, 130.888101761514, 419.751229815906, 155.294149598679
326, 47154.8477953414, 15191.8371989994, 59439.4353938964, 62140.0607127387, 128.609978293107, 428.387127368795, 155.294149598679
327, 49239.60776264, 15897.027219952, 59439.4353938964, 62140.0607127387, 132.157359031779, 444.078529441376, 155.294149598679
328, 51159.3070106958, 16523.3011593173, 59439.4353938964, 62140.0607127387, 127.026136051199, 448.039847824816, 155.294149598679
329, 52429.6667237521, 16933.8002165405, 59439.4353938964, 62140.0607127387, 124.149780701333, 451.647202381243, 155.294149598679
330, 52179.8422417361, 16855.754887938, 59439.4353938964, 62140.0607127387, 125.707486402551, 452.179683018553, 155.294149598679
331, 50759.939277085, 16417.2739981849, 59439.4353938964, 62140.0607127387, 138.79868693337, 461.134017284412, 155.294149598679
332, 48399.7438592209, 15604.8024115961, 59439.4353938964, 62140.0607127387, 130.222811682407, 436.974321922517, 155.294149598679
333, 48519.2859221011, 15650.8547268601, 59439.4353938964, 62140.0607127387, 130.996288779068, 438.654537726358, 155.294149598679
334, 45338.6861660208, 14556.2618249001, 59439.4353938964, 62140.0607127387, 121.880914169147, 410.389687712628, 155.294149598679
335, 41576.3223711667, 13317.8741473649, 59439.4353938964, 62140.0607127387, 127.175164523763, 399.670635475664, 155.294149598679
336, 37818.9443827614, 12060.9207804593, 59439.4353938964, 62140.0607127387, 123.901517829577, 379.753090325155, 155.294149598679
337, 35166.4232489207, 11168.8194343068, 59439.4353938964, 62140.0607127387, 121.132190423311, 366.155685652491, 155.294149598679
338, 32901.5111123533, 10423.2445680027, 59439.4353938964, 62140.0607127387, 124.448120991191, 362.487853536238, 155.294149598679
339, 31290.4018237716, 9885.87558397184, 59439.4353938964, 62140.0607127387, 123.211538045614, 355.671243962168, 155.294149598679
340, 29943.4749390057, 9432.5043993852, 59439.4353938964, 62140.0607127387, 122.644165338304, 350.761747173863, 155.294149598679
341, 28492.806133468, 8946.82864821546, 59439.4353938964, 62140.0607127387, 121.446675827968, 345.045196265208, 155.294149598679
342, 28279.3369086821, 8914.59515425881, 59439.4353938964, 62140.0607127387, 130.669744442014, 356.357977359381, 155.294149598679
343, 29089.4526135586, 9235.19763869835, 59439.4353938964, 62140.0607127387, 148.255322934256, 381.274861880058, 155.294149598679
344, 31426.5786156821, 10061.8686545388, 59439.4353938964, 62140.0607127387, 163.224577497851, 408.033775784676, 163.224577497851
345, 34354.2957487749, 11039.6467354711, 59439.4353938964, 62140.0607127387, 164.675733415827, 419.829146194769, 164.675733415827
346, 37890.7411111998, 12236.2155628297, 59439.4353938964, 62140.0607127387, 173.361426192861, 444.488572859659, 173.361426192861
347, 41314.9164438193, 13383.5609762404, 59439.4353938964, 62140.0607127387, 178.966539247298, 466.11352531974, 178.966539247298
348, 43865.3967360537, 14213.0832405976, 59439.4353938964, 62140.0607127387, 170.794009097625, 467.207320361124, 178.966539247298
